JS_ID,Job_ID
98836,39824
98836,81978
98836,48390
98836,39023
98836,10631
98836,88735
98836,58776
98836,38285
98836,47416
98836,56119
98836,61626
98836,27600
98836,45164
98836,12720
98836,43041
98836,65802
98836,75715
98836,93772
98836,12549
98836,94046
98836,46362
98836,34537
98836,23523
98836,84251
98836,21427
98836,87370
98836,57857
98836,61856
98836,68315
98836,7721
98836,28339
98836,22988
98836,44758
98836,7966
98836,93634
98836,70011
98836,38496
98836,29682
98836,27916
98836,20988
98836,22897
98836,89607
98836,26023
98836,42398
98836,92413
98836,29402
98836,79131
98836,7470
98836,67176
98836,72155
98836,33247
98836,85954
98836,38913
98836,60229
98836,81199
98836,52977
98836,56124
98836,23273
98836,94403
98836,3602
98836,54772
98836,77384
98836,38695
98836,34876
98836,44736
98836,4738
98836,41236
98836,11086
98836,73062
98836,4627
98836,95600
98836,79991
98836,94359
98836,95050
98836,48775
98836,84249
98836,89194
98836,71238
98836,83581
98836,35948
98836,59076
98836,73949
98836,48649
98836,11547
98836,43780
98836,6091
98836,18620
98836,21921
98836,56779
98836,65291
98836,10026
98836,71607
98836,66974
98836,2663
98836,55589
98836,71030
98836,19624
98836,93204
98836,26997
98836,70816
98836,35211
98836,24117
98836,2805
98836,93674
98836,88841
98836,9398
98836,84166
98836,71225
98836,19228
98836,58563
98836,17367
98836,99390
98836,66201
98836,90102
98836,70705
98836,3730
98836,75812
98836,32775
98836,97860
98836,48787
98836,76231
98836,93606
98836,20201
98836,45482
98836,1592
98836,38908
98836,29496
98836,18009
98836,28782
98836,10508
98836,85403
98836,57644
98836,74973
98836,46438
98836,78483
98836,76710
98836,66022
98836,61789
98836,28477
98836,38264
98836,94830
98836,60461
98836,30920
98836,65713
98836,39973
98836,76402
98836,31356
98836,79214
98836,10730
98836,57853
98836,7377
98836,34534
354,53581
354,84721
354,94039
354,72628
354,58470
354,38285
354,35509
354,27600
354,65802
354,1337
354,63261
354,58819
354,33368
354,31179
354,44161
354,23523
354,369
354,75327
354,47260
354,11512
354,66749
354,10423
354,59956
354,40472
354,89607
354,88198
354,17765
354,63603
354,37793
354,78667
354,38695
354,30599
354,91507
354,80742
354,15881
354,68277
354,50695
354,51642
354,42733
354,85676
354,31450
354,87068
354,60176
354,24056
354,57112
354,82888
354,52364
354,84249
354,17356
354,22458
354,66494
354,70152
354,40483
354,2263
354,21255
354,68911
354,89407
354,1529
354,44004
354,93204
354,83591
354,89667
354,26997
354,41996
354,85554
354,71225
354,41215
354,31608
354,17234
354,51197
354,10357
354,63377
354,23857
354,91436
354,28092
354,3517
354,74973
354,80808
354,26576
354,73144
354,87163
354,34459
354,62095
354,1803
354,65713
354,71130
354,14443
354,27908
354,34932
354,34900
354,45433
354,13849
354,65880
354,56072
354,37248
354,82801
354,66159
354,78965
84792,83324
84792,92859
84792,63170
84792,4564
84792,2448
84792,94543
84792,21427
84792,28339
84792,20512
84792,74347
84792,38496
84792,90027
84792,88198
84792,46459
84792,1532
84792,61903
84792,12310
84792,21206
84792,78667
84792,80255
84792,53567
84792,8310
84792,72763
84792,54338
84792,73796
84792,84249
84792,68662
84792,64476
84792,68741
84792,1548
84792,96194
84792,42837
84792,76330
84792,95030
84792,88483
84792,41996
84792,75988
84792,61863
84792,85554
84792,90666
84792,7650
84792,11419
84792,38138
84792,83866
84792,82853
84792,25010
84792,88224
84792,1592
84792,38908
84792,24878
84792,29656
84792,18119
84792,61789
84792,95257
84792,67408
84792,75790
84792,58651
84792,60620
84792,35524
84792,27908
84792,30963
84792,65880
84792,87346
78436,44909
78436,79606
78436,39023
78436,24713
78436,45663
78436,21807
78436,88735
78436,1829
78436,18189
78436,68600
78436,58776
78436,63170
78436,71893
78436,35509
78436,95789
78436,20811
78436,45164
78436,12720
78436,24840
78436,65802
78436,48397
78436,98349
78436,96276
78436,27262
78436,97482
78436,96091
78436,2448
78436,27592
78436,80990
78436,56250
78436,74497
78436,43604
78436,87370
78436,25408
78436,58958
78436,27652
78436,12311
78436,54697
78436,10423
78436,25047
78436,13738
78436,15649
78436,22897
78436,41054
78436,93426
78436,26023
78436,88348
78436,92413
78436,70310
78436,67176
78436,72155
78436,3404
78436,51756
78436,97130
78436,38913
78436,60229
78436,63603
78436,56124
78436,86976
78436,12310
78436,78667
78436,54772
78436,23994
78436,2329
78436,91507
78436,46989
78436,83040
78436,72817
78436,68277
78436,75281
78436,42733
78436,55211
78436,85756
78436,90140
78436,85676
78436,55252
78436,51170
78436,22491
78436,31450
78436,76451
78436,71083
78436,48106
78436,30163
78436,13906
78436,82888
78436,80386
78436,70706
78436,92353
78436,17356
78436,45870
78436,35948
78436,95413
78436,78316
78436,30168
78436,69041
78436,63244
78436,26082
78436,21921
78436,29838
78436,98049
78436,21255
78436,81979
78436,92164
78436,68894
78436,81235
78436,28685
78436,49000
78436,66499
78436,86921
78436,41996
78436,21204
78436,92105
78436,99144
78436,94480
78436,12447
78436,34221
78436,86536
78436,71225
78436,66431
78436,58563
78436,94466
78436,84477
78436,27015
78436,20571
78436,7650
78436,6241
78436,90102
78436,51197
78436,45828
78436,42306
78436,59110
78436,53867
78436,32775
78436,77968
78436,33796
78436,48787
78436,93606
78436,24515
78436,88224
78436,52264
78436,73255
78436,91436
78436,6129
78436,28957
78436,73102
78436,19005
78436,70453
78436,61589
78436,85403
78436,85501
78436,69761
78436,78483
78436,63508
78436,36561
78436,47212
78436,9317
78436,95485
78436,99209
78436,9894
78436,95257
78436,25673
78436,88676
78436,21134
78436,90139
78436,32558
78436,47552
78436,92225
78436,1803
78436,30920
78436,51829
78436,71130
78436,14443
78436,27908
78436,92528
78436,13849
78436,31356
78436,21553
78436,91310
78436,82801
78436,18259
60136,41162
60136,72628
60136,92859
60136,87057
60136,20927
60136,46604
60136,28738
60136,47416
60136,61626
60136,91346
60136,12720
60136,96580
60136,39865
60136,75715
60136,46051
60136,98349
60136,91477
60136,4811
60136,53298
60136,1167
60136,96276
60136,27262
60136,63261
60136,9024
60136,41438
60136,10381
60136,10020
60136,94543
60136,80990
60136,73937
60136,17606
60136,17717
60136,75327
60136,57857
60136,12915
60136,4215
60136,7585
60136,25408
60136,18682
60136,30691
60136,57936
60136,44758
60136,20512
60136,8517
60136,21367
60136,39138
60136,93634
60136,38496
60136,25047
60136,90027
60136,7731
60136,3404
60136,51756
60136,58926
60136,81199
60136,63603
60136,56124
60136,92174
60136,3602
60136,34637
60136,58818
60136,30656
60136,50541
60136,89004
60136,41439
60136,19796
60136,66404
60136,81324
60136,94686
60136,88054
60136,83040
60136,5806
60136,15881
60136,61010
60136,85756
60136,85676
60136,92884
60136,87068
60136,54189
60136,71083
60136,95050
60136,37488
60136,54338
60136,82888
60136,10060
60136,62543
60136,1158
60136,86421
60136,17356
60136,59076
60136,66701
60136,72338
60136,47421
60136,11547
60136,43780
60136,56779
60136,1548
60136,78399
60136,33350
60136,98861
60136,18814
60136,81979
60136,92164
60136,89407
60136,77067
60136,2663
60136,19624
60136,6865
60136,9351
60136,97794
60136,20136
60136,39652
60136,61863
60136,2805
60136,93674
60136,23391
60136,19363
60136,69073
60136,1038
60136,85554
60136,53344
60136,68681
60136,49220
60136,43842
60136,55503
60136,67907
60136,94466
60136,84477
60136,20198
60136,85624
60136,17367
60136,4175
60136,45530
60136,70705
60136,26755
60136,75812
60136,59110
60136,32775
60136,24895
60136,36129
60136,33796
60136,63377
60136,76231
60136,88224
60136,90853
60136,91436
60136,13844
60136,81516
60136,28782
60136,10508
60136,79833
60136,12187
60136,2706
60136,69761
60136,46438
60136,52076
60136,66022
60136,51612
60136,65301
60136,55151
60136,18119
60136,25673
60136,67408
60136,21134
60136,64818
60136,68353
60136,35524
60136,2984
60136,66968
60136,82956
60136,70466
60136,59365
60136,34619
60136,24239
60136,65880
60136,87565
60136,31356
60136,10730
60136,62827
60136,18259
60136,5529
60136,38255
60136,66159
71797,39824
71797,97373
71797,43413
71797,83324
71797,81978
71797,41162
71797,39023
71797,24713
71797,42727
71797,62854
71797,24122
71797,867
71797,15547
71797,20927
71797,76673
71797,83064
71797,45996
71797,56119
71797,27600
71797,45164
71797,3356
71797,12720
71797,86064
71797,15092
71797,46971
71797,65802
71797,1337
71797,410
71797,39865
71797,62104
71797,4811
71797,63261
71797,25357
71797,56942
71797,96091
71797,5963
71797,53
71797,23523
71797,89505
71797,2829
71797,369
71797,17606
71797,56250
71797,19208
71797,43604
71797,77609
71797,31794
71797,56898
71797,7585
71797,25408
71797,83692
71797,57936
71797,58958
71797,20699
71797,57607
71797,75009
71797,21367
71797,66749
71797,29682
71797,90027
71797,18094
71797,42398
71797,88348
71797,70310
71797,74614
71797,79131
71797,7731
71797,51663
71797,34770
71797,97130
71797,52977
71797,1532
71797,26118
71797,39223
71797,61903
71797,78667
71797,64763
71797,30183
71797,19796
71797,38695
71797,45142
71797,66404
71797,80384
71797,80742
71797,88054
71797,37585
71797,68277
71797,61010
71797,75281
71797,21558
71797,72763
71797,46445
71797,22491
71797,31450
71797,82334
71797,79991
71797,9948
71797,68531
71797,23705
71797,73570
71797,47437
71797,61409
71797,13906
71797,48775
71797,80386
71797,1158
71797,9615
71797,45870
71797,72338
71797,11547
71797,21921
71797,74209
71797,90697
71797,24430
71797,10026
71797,79962
71797,68911
71797,18455
71797,18814
71797,81979
71797,92164
71797,81235
71797,28685
71797,47131
71797,1529
71797,72743
71797,48885
71797,95030
71797,83591
71797,89667
71797,31187
71797,25215
71797,66499
71797,66739
71797,88483
71797,86921
71797,75988
71797,24117
71797,90650
71797,29550
71797,94480
71797,84166
71797,53344
71797,56680
71797,66431
71797,40958
71797,67907
71797,92760
71797,17352
71797,70629
71797,89061
71797,17234
71797,42639
71797,38138
71797,42306
71797,83866
71797,47963
71797,26755
71797,3730
71797,75812
71797,87231
71797,32775
71797,97860
71797,10357
71797,32961
71797,88224
71797,59985
71797,1592
71797,89097
71797,38908
71797,65837
71797,79144
71797,18709
71797,10508
71797,73102
71797,85501
71797,74973
71797,59535
71797,63508
71797,52076
71797,69606
71797,91661
71797,70583
71797,7109
71797,9894
71797,28477
71797,99229
71797,86831
71797,90139
71797,62095
71797,60620
71797,34900
71797,92528
71797,24239
71797,32968
71797,21553
71797,91310
71797,62827
71797,5529
71797,90522
71797,37188
29477,48390
29477,84721
29477,42727
29477,26821
29477,10932
29477,867
29477,87057
29477,15430
29477,20927
29477,59639
29477,44997
29477,46051
29477,98349
29477,84822
29477,56942
29477,58819
29477,36119
29477,73937
29477,23523
29477,84251
29477,369
29477,73211
29477,43604
29477,63837
29477,32118
29477,46123
29477,12915
29477,68315
29477,18682
29477,23103
29477,57607
29477,75009
29477,7966
29477,10423
29477,80755
29477,97128
29477,15424
29477,66122
29477,29402
29477,74614
29477,46919
29477,67176
29477,97130
29477,25070
29477,39223
29477,61903
29477,21206
29477,34637
29477,54772
29477,45142
29477,91507
29477,81324
29477,34876
29477,64899
29477,42733
29477,73062
29477,42785
29477,38984
29477,92884
29477,70718
29477,24056
29477,44967
29477,61409
29477,23108
29477,10060
29477,62543
29477,87582
29477,1158
29477,63518
29477,64476
29477,11547
29477,6091
29477,73041
29477,81235
29477,33226
29477,55589
29477,44004
29477,83591
29477,31187
29477,25215
29477,26997
29477,71440
29477,51267
29477,44489
29477,34221
29477,60509
29477,43842
29477,94466
29477,31608
29477,15058
29477,51197
29477,5610
29477,39104
29477,77968
29477,78039
29477,72736
29477,73255
29477,91436
29477,10508
29477,73102
29477,12187
29477,2706
29477,59996
29477,46438
29477,55285
29477,66022
29477,48431
29477,99229
29477,94856
29477,90128
29477,2984
29477,66968
29477,13849
29477,21553
29477,82801
29477,62827
29477,23564
4857,82918
4857,13097
4857,48390
4857,45663
4857,84721
4857,26821
4857,72628
4857,68600
4857,20927
4857,91346
4857,11909
4857,1337
4857,48397
4857,62104
4857,30981
4857,97482
4857,73937
4857,80254
4857,369
4857,19208
4857,61856
4857,68315
4857,31794
4857,21367
4857,40560
4857,27916
4857,29514
4857,82313
4857,66006
4857,55211
4857,82334
4857,24056
4857,6883
4857,44967
4857,61409
4857,47904
4857,73796
4857,84249
4857,43780
4857,29838
4857,98049
4857,82626
4857,98861
4857,81235
4857,33226
4857,20478
4857,41996
4857,71440
4857,64211
4857,17367
4857,51197
4857,82853
4857,39104
4857,75812
4857,48787
4857,32961
4857,18709
4857,73102
4857,46438
4857,52042
4857,15004
4857,85825
4857,88903
4857,45433
4857,76402
4857,40255
4857,17316
75395,39824
75395,13097
75395,84721
75395,71384
75395,45996
75395,29489
75395,20811
75395,64551
75395,38407
75395,24840
75395,93772
75395,91477
75395,26833
75395,33368
75395,84251
75395,69785
75395,87370
75395,39138
75395,1881
75395,93634
75395,38496
75395,27916
75395,19976
75395,20988
75395,67176
75395,3404
75395,38913
75395,23273
75395,30656
75395,68553
75395,96867
75395,95600
75395,30163
75395,87582
75395,71238
75395,35948
75395,73949
75395,11547
75395,43780
75395,29487
75395,10026
75395,82626
75395,6865
75395,93204
75395,72743
75395,20136
75395,70816
75395,92105
75395,9398
75395,58563
75395,55503
75395,66201
75395,93223
75395,39726
75395,10508
75395,32410
75395,79833
75395,59535
75395,29656
75395,51612
75395,657
75395,69606
75395,55781
75395,95485
75395,88676
75395,75790
75395,86831
75395,25073
75395,35524
75395,38208
75395,91356
75395,31157
75395,94856
75395,34932
75395,31356
75395,10730
75395,5529
9771,53581
9771,48390
9771,39023
9771,94039
9771,14406
9771,51950
9771,18189
9771,71893
9771,3356
9771,91346
9771,38407
9771,43041
9771,96580
9771,11909
9771,44997
9771,21632
9771,46051
9771,70078
9771,93772
9771,62104
9771,4811
9771,26833
9771,46362
9771,41438
9771,10020
9771,58819
9771,36119
9771,80990
9771,16689
9771,29358
9771,43806
9771,53
9771,84251
9771,369
9771,17717
9771,84958
9771,74497
9771,87370
9771,57857
9771,61856
9771,68315
9771,59686
9771,51932
9771,7585
9771,30691
9771,50467
9771,22988
9771,44758
9771,33900
9771,75009
9771,8517
9771,21630
9771,39138
9771,70011
9771,70380
9771,66749
9771,12311
9771,10423
9771,80755
9771,19976
9771,92302
9771,99974
9771,97128
9771,36814
9771,15424
9771,93426
9771,46919
9771,72155
9771,64528
9771,51756
9771,97130
9771,38913
9771,89499
9771,96892
9771,63603
9771,61903
9771,34637
9771,80255
9771,839
9771,23994
9771,20294
9771,66876
9771,89004
9771,77384
9771,41439
9771,53567
9771,8958
9771,94686
9771,5806
9771,8310
9771,34876
9771,58925
9771,51431
9771,72817
9771,37585
9771,68277
9771,64899
9771,61010
9771,72763
9771,65184
9771,73062
9771,46445
9771,76335
9771,85756
9771,66054
9771,30927
9771,9972
9771,55252
9771,31450
9771,95600
9771,60176
9771,76451
9771,48106
9771,73570
9771,44967
9771,61409
9771,23108
9771,95050
9771,37488
9771,48775
9771,10060
9771,62543
9771,6474
9771,86421
9771,26125
9771,64476
9771,44399
9771,72338
9771,47421
9771,37000
9771,43780
9771,18620
9771,12663
9771,56779
9771,55795
9771,56180
9771,2263
9771,90697
9771,51679
9771,98049
9771,56633
9771,35549
9771,78399
9771,68911
9771,18455
9771,33350
9771,18814
9771,92164
9771,47131
9771,2663
9771,1529
9771,33226
9771,44004
9771,93204
9771,37986
9771,83591
9771,1495
9771,97794
9771,88483
9771,86921
9771,71188
9771,20136
9771,42590
9771,12209
9771,10337
9771,75988
9771,21204
9771,46389
9771,51267
9771,44489
9771,64211
9771,88841
9771,9398
9771,22159
9771,56680
9771,58563
9771,55503
9771,84477
9771,27015
9771,99589
9771,99390
9771,4175
9771,89061
9771,7650
9771,6719
9771,43471
9771,42306
9771,70705
9771,82853
9771,3730
9771,32775
9771,12523
9771,10357
9771,19006
9771,88224
9771,82770
9771,35304
9771,58004
9771,73255
9771,68042
9771,38908
9771,29496
9771,6330
9771,18709
9771,18009
9771,28782
